Phase Current vs Speed 
Speed (rpm)
Phase Current (A)
0	1.#QNAN0
30	1.#QNAN0
60	1.#QNAN0
90	1.#QNAN0
120	1.#QNAN0
150	1.#QNAN0
180	1.#QNAN0
210	1.#QNAN0
240	1.#QNAN0
270	1.#QNAN0
300	1.#QNAN0
330	1.#QNAN0
360	1.#QNAN0
390	1.#QNAN0
420	1.#QNAN0
450	1.#QNAN0
480	1.#QNAN0
510	1.#QNAN0
540	1.#QNAN0
570	1.#QNAN0
600	1.#QNAN0
630	1.#QNAN0
660	1.#QNAN0
675	1.#QNAN0
690	1.#QNAN0
705	1.#QNAN0
720	1.#QNAN0
735	1.#QNAN0
750	1.#QNAN0
765	1.#QNAN0
780	1.#QNAN0
795	1.#QNAN0
810	1.#QNAN0
825	1.#QNAN0
840	1.#QNAN0
855	1.#QNAN0
870	1.#QNAN0
885	1.#QNAN0
900	1.#QNAN0
915	1.#QNAN0
930	1.#QNAN0
945	1.#QNAN0
960	1.#QNAN0
975	1.#QNAN0
990	1.#QNAN0
1005	1.#QNAN0
1020	1.#QNAN0
1035	1.#QNAN0
1050	1.#QNAN0
1065	1.#QNAN0
1080	1.#QNAN0
1095	1.#QNAN0
1110	1.#QNAN0
1125	1.#QNAN0
1140	1.#QNAN0
1155	1.#QNAN0
1170	1.#QNAN0
1185	1.#QNAN0
1200	1.#QNAN0
1215	1.#QNAN0
1230	1.#QNAN0
1245	1.#QNAN0
1260	1.#QNAN0
1275	1.#QNAN0
1290	1.#QNAN0
1305	1.#QNAN0
1320	1.#QNAN0
1335	1.#QNAN0
1350	1.#QNAN0
1365	1.#QNAN0
1380	1.#QNAN0
1387.5	1.#QNAN0
1395	1.#QNAN0
1402.5	1.#QNAN0
1410	1.#QNAN0
1417.5	1.#QNAN0
1425	1.#QNAN0
1432.5	1.#QNAN0
1440	1.#QNAN0
1447.5	1.#QNAN0
1455	1.#QNAN0
1458	1.#QNAN0
1461	1.#QNAN0
1464	1.#QNAN0
1467	1.#QNAN0
1470	1.#QNAN0
1473	1.#QNAN0
1476	1.#QNAN0
1479	1.#QNAN0
1482	1.#QNAN0
1485	1.#QNAN0
1486.5	1.#QNAN0
1488	1.#QNAN0
1489.5	1.#QNAN0
1491	1.#QNAN0
1492.5	1.#QNAN0
1494	1.#QNAN0
1495.5	1.#QNAN0
1497	1.#QNAN0
1498.5	1.#QNAN0
1500	1.#QNAN0
Phase Current
